Detector,VCASB,efficiency,efficiency_errorup,efficiency_errorlow,residualsX,residualsX_error,residualsY,residualsY_error,spatialres,spatialres_error,clustersize,clustersize_error
tb1,100,0.9954796584630838,0.0010540757798683797,0.0013323499027513286,6.561422963891728,0.07699488529903764,6.4423077589918405,0.07888180534345635,6.042656168530596,0.05930624036688371,1.3216448032290615,0.00968831086534421
tb1,70,0.9266732283464567,0.004104266685434843,0.004320535520948798,6.922594234057805,0.08285109981944405,6.969377918350518,0.08237046279021065,6.518178302855155,0.06224911747583414,1.151885289431758,0.007571770414609958
tb1,97,0.9919939954966225,0.001404010533161415,0.001672050968978267,6.555358617533842,0.07497346950074579,6.67184813706337,0.08215938192587258,6.162729515465978,0.059675217388876454,1.2923076923076924,0.009444178180977971
tb1,85,0.9782339846648528,0.002295599864333586,0.0025449096680700833,6.894677116318738,0.08075463145259798,6.947490773787344,0.08239899892831026,6.491633666576355,0.061502163572249725,1.2111251580278128,0.008373355142773176
tb0,97,0.98947983635301,0.0017387805299250436,0.0020488262040433414,7.006514383292411,0.09001935525965132,6.821200414922577,0.09135487788332153,6.483845125176214,0.0683840457510274,1.2531010041346722,0.009469545364759678
tb0,85,0.9705793145283591,0.0029463359702828207,0.0032464760299578677,7.085934032586577,0.09641129807921489,6.952219465702723,0.10021251188421454,6.5959719956037315,0.07399474342137341,1.1975,0.008834303700631986
tb0,91,0.9778499704666272,0.0025296878731115857,0.002828396642990172,6.818487866791558,0.09480638957521847,6.603535829434807,0.0826975232348941,6.267055569177576,0.06734058298147476,1.2352763515554213,0.009248628698905284
tb0,70,0.9241940168457741,0.0045294082885165565,0.004783713884362273,6.97736032257649,0.09388034095628894,7.175363477507438,0.0944267296905208,6.656847862048225,0.07077395916871872,1.1376492771841609,0.007354870118604757
tb0,94,0.9888888888888889,0.0018112823909358644,0.0021291792177953184,6.852370456072693,0.09007679633218757,6.916293735458911,0.08973141515166905,6.45243264758043,0.06782757602174354,1.2684482235044032,0.009758737303682095
tb0,73,0.9354935493549354,0.004270464241334482,0.004540961036668123,7.166890594033291,0.0998895319877664,6.966511356207387,0.0932525571113132,6.646574574747465,0.07263827126835433,1.1539448364336113,0.007934825442423497
tb0,64,0.902989449003517,0.005092112103714075,0.005335125199499413,7.145799175013309,0.10042294116022221,7.276362352284505,0.09666935002526289,6.79993785661264,0.07391332186341819,1.1256085686465434,0.007572916448679406
tb0,88,0.9753383458646616,0.002691140706475692,0.002993019458306989,6.908901679364383,0.09108993416554645,7.016191412280687,0.09460414290328556,6.535798828923581,0.06994994146694765,1.2217082947887759,0.00920738002460022
tb0,79,0.9579929988331388,0.003434042114531577,0.0037125919545126784,7.095135483258729,0.09125534800669755,7.120461930963636,0.09319787896404508,6.690349903055436,0.06928667955872898,1.1872716199756395,0.008654785128623057
tb0,76,0.952176403207331,0.003620689380047004,0.0038899039370727806,7.405523299707406,0.09865985891709039,7.125447997619274,0.09472573437616383,6.857468822063102,0.07245217996437071,1.164812030075188,0.00785234883437026
tb0,82,0.965423932651834,0.0031733068597920022,0.0034664260414114523,7.025569806484384,0.09444582836228932,7.124141912377192,0.09955059972564007,6.6553188899270275,0.07293405355446173,1.184989099968857,0.008426549655623212
tb0,67,0.9158989598811292,0.0048059299596439065,0.00506075923470084,6.94529858968727,0.09339421372094714,7.203098255157281,0.10029779053298693,6.654481293804801,0.07283740968323629,1.1333549643088903,0.007485161468149042
